node	gene_id	taxon	panther_id	gene_name	go_terms
phyparts_dup.dupl.7	DEEC@DN1356_c0_g1_i2	DEEC	PTHR45724:SF41	(RAPE) HYPOTHETICAL PROTEIN	
phyparts_dup.dupl.7	DEEC@DN15977_c0_g1_i2	DEEC	PTHR18934:SF262	RNA HELICASE	nucleic acid binding#GO:0003676;RNA binding#GO:0003723;helicase activity#GO:0004386;ATP-dependent activity#GO:0140657;binding#GO:0005488;catalytic activity#GO:0003824;organic cyclic compound binding#GO:0097159;catalytic activity, acting on a nucleic acid#GO:0140640
phyparts_dup.dupl.7	DEEC@DN18250_c0_g1_i1	DEEC	PTHR18934:SF230	RNA HELICASE	nucleic acid binding#GO:0003676;RNA binding#GO:0003723;helicase activity#GO:0004386;ATP-dependent activity#GO:0140657;binding#GO:0005488;catalytic activity#GO:0003824;organic cyclic compound binding#GO:0097159;catalytic activity, acting on a nucleic acid#GO:0140640
phyparts_dup.dupl.7	DEEC@DN18262_c0_g1_i1	DEEC	PTHR37236	AUXIN-BINDING PROTEIN 1	
phyparts_dup.dupl.7	DEEC@DN1854_c0_g1_i1	DEEC	PTHR30508:SF8	UPF0051 PROTEIN ABCI8, CHLOROPLASTIC-LIKE	
phyparts_dup.dupl.7	DEEC@DN29114_c0_g1_i1	DEEC	PTHR43700:SF3	PHOSPHORIBOSYLAMINOIMIDAZOLESUCCINOCARBOXAMIDE SYNTHASE	ligase activity#GO:0016874;catalytic activity#GO:0003824
phyparts_dup.dupl.7	DEEC@DN318_c0_g1_i1	DEEC	PTHR11710:SF22	RIBOSOMAL PROTEIN S19E, WINGED HELIX-TURN-HELIX DNA-BINDING DOMAIN PROTEIN-RELATED	structural constituent of ribosome#GO:0003735;nucleic acid binding#GO:0003676;RNA binding#GO:0003723;structural molecule activity#GO:0005198;binding#GO:0005488;organic cyclic compound binding#GO:0097159
phyparts_dup.dupl.7	DEEC@DN32664_c0_g1_i1	DEEC	PTHR42923:SF44	PROTOPORPHYRINOGEN OXIDASE 2, CHLOROPLASTIC_MITOCHONDRIAL	catalytic activity#GO:0003824;oxidoreductase activity#GO:0016491
phyparts_dup.dupl.7	DEEC@DN32919_c0_g1_i1	DEEC	PTHR13683:SF895	EUKARYOTIC ASPARTYL PROTEASE FAMILY PROTEIN	
phyparts_dup.dupl.7	DEEC@DN33700_c0_g1_i1	DEEC	PTHR13316	ZINC FINGER, CCHC DOMAIN CONTAINING 8	RNA binding#GO:0003723;organic cyclic compound binding#GO:0097159
phyparts_dup.dupl.7	DEEC@DN6710_c0_g1_i1	DEEC	PTHR13683:SF895	EUKARYOTIC ASPARTYL PROTEASE FAMILY PROTEIN	
phyparts_dup.dupl.7	DEEC@DN7173_c1_g1_i1	DEEC	PTHR11246:SF32	SUPPRESSOR OF FORKED DOMAIN-CONTAINING PROTEIN	
phyparts_dup.dupl.7	DEEC@DN7173_c1_g2_i1	DEEC	PTHR11246:SF32	SUPPRESSOR OF FORKED DOMAIN-CONTAINING PROTEIN	
phyparts_dup.dupl.7	DEEC@DN9695_c0_g1_i1	DEEC	PTHR13316	ZINC FINGER, CCHC DOMAIN CONTAINING 8	RNA binding#GO:0003723;organic cyclic compound binding#GO:0097159
phyparts_dup.dupl.7	MECR2@DN1017_c0_g1_i1	MECR2	PTHR37236	AUXIN-BINDING PROTEIN 1	
phyparts_dup.dupl.7	MECR2@DN1056_c0_g1_i1	MECR2	PTHR13683:SF895	EUKARYOTIC ASPARTYL PROTEASE FAMILY PROTEIN	
phyparts_dup.dupl.7	MECR2@DN11958_c1_g1_i4	MECR2	PTHR43700:SF3	PHOSPHORIBOSYLAMINOIMIDAZOLESUCCINOCARBOXAMIDE SYNTHASE	ligase activity#GO:0016874;catalytic activity#GO:0003824
phyparts_dup.dupl.7	MECR2@DN2784_c0_g1_i3	MECR2	PTHR18934:SF230	RNA HELICASE	nucleic acid binding#GO:0003676;RNA binding#GO:0003723;helicase activity#GO:0004386;ATP-dependent activity#GO:0140657;binding#GO:0005488;catalytic activity#GO:0003824;organic cyclic compound binding#GO:0097159;catalytic activity, acting on a nucleic acid#GO:0140640
phyparts_dup.dupl.7	MECR2@DN282_c0_g1_i2	MECR2	PTHR23001:SF40	EUKARYOTIC TRANSLATION INITIATION FACTOR 5-LIKE	nucleoside-triphosphatase regulator activity#GO:0060589;nucleic acid binding#GO:0003676;translation initiation factor binding#GO:0031369;translation regulator activity#GO:0045182;GTPase regulator activity#GO:0030695;binding#GO:0005488;organic cyclic compound binding#GO:0097159;molecular function regulator activity#GO:0098772;translation initiation factor activity#GO:0003743;protein binding#GO:0005515;translation regulator activity, nucleic acid binding#GO:0090079;enzyme regulator activity#GO:0030234;translation factor activity, RNA binding#GO:0008135
phyparts_dup.dupl.7	MECR2@DN282_c0_g1_i4	MECR2	PTHR23001:SF40	EUKARYOTIC TRANSLATION INITIATION FACTOR 5-LIKE	nucleoside-triphosphatase regulator activity#GO:0060589;nucleic acid binding#GO:0003676;translation initiation factor binding#GO:0031369;translation regulator activity#GO:0045182;GTPase regulator activity#GO:0030695;binding#GO:0005488;organic cyclic compound binding#GO:0097159;molecular function regulator activity#GO:0098772;translation initiation factor activity#GO:0003743;protein binding#GO:0005515;translation regulator activity, nucleic acid binding#GO:0090079;enzyme regulator activity#GO:0030234;translation factor activity, RNA binding#GO:0008135
phyparts_dup.dupl.7	MECR2@DN3480_c0_g1_i2	MECR2	PTHR11246:SF32	SUPPRESSOR OF FORKED DOMAIN-CONTAINING PROTEIN	
phyparts_dup.dupl.7	MECR2@DN43898_c0_g1_i1	MECR2	PTHR30508:SF8	UPF0051 PROTEIN ABCI8, CHLOROPLASTIC-LIKE	
phyparts_dup.dupl.7	MECR2@DN44447_c0_g1_i1	MECR2	PTHR13316	ZINC FINGER, CCHC DOMAIN CONTAINING 8	RNA binding#GO:0003723;organic cyclic compound binding#GO:0097159
phyparts_dup.dupl.7	MECR2@DN54_c0_g1_i2	MECR2	PTHR11710:SF22	RIBOSOMAL PROTEIN S19E, WINGED HELIX-TURN-HELIX DNA-BINDING DOMAIN PROTEIN-RELATED	structural constituent of ribosome#GO:0003735;nucleic acid binding#GO:0003676;RNA binding#GO:0003723;structural molecule activity#GO:0005198;binding#GO:0005488;organic cyclic compound binding#GO:0097159
phyparts_dup.dupl.7	MECR2@DN8434_c0_g1_i4	MECR2	PTHR45724:SF19	AQUAPORIN NIP6-1	
phyparts_dup.dupl.7	MECR2@DN920_c0_g1_i2	MECR2	PTHR42923:SF44	PROTOPORPHYRINOGEN OXIDASE 2, CHLOROPLASTIC_MITOCHONDRIAL	catalytic activity#GO:0003824;oxidoreductase activity#GO:0016491
phyparts_dup.dupl.7	MECR2@DN920_c0_g2_i2	MECR2	PTHR42923:SF44	PROTOPORPHYRINOGEN OXIDASE 2, CHLOROPLASTIC_MITOCHONDRIAL	catalytic activity#GO:0003824;oxidoreductase activity#GO:0016491
phyparts_dup.dupl.7	MECR2@DN9393_c0_g1_i11	MECR2	PTHR10578:SF116	(S)-2-HYDROXY-ACID OXIDASE	
phyparts_dup.dupl.7	MECR2@DN9393_c0_g1_i2	MECR2	PTHR10578:SF116	(S)-2-HYDROXY-ACID OXIDASE	
phyparts_dup.dupl.7	SEHU2@DN11010_c0_g1_i1	SEHU2	PTHR23511:SF44	MAJOR FACILITATOR, SUGAR TRANSPORTER, MAJOR FACILITATOR SUPERFAMILY	
phyparts_dup.dupl.7	SEHU2@DN11228_c0_g1_i1	SEHU2	PTHR45997:SF1	DNA LIGASE 4	carbohydrate derivative binding#GO:0097367;nucleotide binding#GO:0000166;nucleic acid binding#GO:0003676;small molecule binding#GO:0036094;binding#GO:0005488;catalytic activity#GO:0003824;catalytic activity, acting on a nucleic acid#GO:0140640;ligase activity#GO:0016874;organic cyclic compound binding#GO:0097159;DNA binding#GO:0003677;nucleoside phosphate binding#GO:1901265;heterocyclic compound binding#GO:1901363;catalytic activity, acting on DNA#GO:0140097;anion binding#GO:0043168;ion binding#GO:0043167;ATP binding#GO:0005524
phyparts_dup.dupl.7	SEHU2@DN11568_c0_g2_i2	SEHU2	PTHR43700:SF3	PHOSPHORIBOSYLAMINOIMIDAZOLESUCCINOCARBOXAMIDE SYNTHASE	ligase activity#GO:0016874;catalytic activity#GO:0003824
phyparts_dup.dupl.7	SEHU2@DN11568_c0_g2_i4	SEHU2	PTHR43700:SF3	PHOSPHORIBOSYLAMINOIMIDAZOLESUCCINOCARBOXAMIDE SYNTHASE	ligase activity#GO:0016874;catalytic activity#GO:0003824
phyparts_dup.dupl.7	SEHU2@DN11568_c1_g1_i1	SEHU2	PTHR43700:SF3	PHOSPHORIBOSYLAMINOIMIDAZOLESUCCINOCARBOXAMIDE SYNTHASE	ligase activity#GO:0016874;catalytic activity#GO:0003824
phyparts_dup.dupl.7	SEHU2@DN15474_c0_g1_i4	SEHU2	PTHR37236	AUXIN-BINDING PROTEIN 1	
phyparts_dup.dupl.7	SEHU2@DN18268_c0_g1_i1	SEHU2	PTHR18934:SF230	RNA HELICASE	nucleic acid binding#GO:0003676;RNA binding#GO:0003723;helicase activity#GO:0004386;ATP-dependent activity#GO:0140657;binding#GO:0005488;catalytic activity#GO:0003824;organic cyclic compound binding#GO:0097159;catalytic activity, acting on a nucleic acid#GO:0140640
phyparts_dup.dupl.7	SEHU2@DN1978_c0_g1_i4	SEHU2	PTHR11710:SF22	RIBOSOMAL PROTEIN S19E, WINGED HELIX-TURN-HELIX DNA-BINDING DOMAIN PROTEIN-RELATED	structural constituent of ribosome#GO:0003735;nucleic acid binding#GO:0003676;RNA binding#GO:0003723;structural molecule activity#GO:0005198;binding#GO:0005488;organic cyclic compound binding#GO:0097159
phyparts_dup.dupl.7	SEHU2@DN27131_c0_g1_i1	SEHU2	PTHR11246:SF32	SUPPRESSOR OF FORKED DOMAIN-CONTAINING PROTEIN	
phyparts_dup.dupl.7	SEHU2@DN3023_c0_g1_i1	SEHU2	PTHR30508:SF8	UPF0051 PROTEIN ABCI8, CHLOROPLASTIC-LIKE	
phyparts_dup.dupl.7	SEHU2@DN3419_c0_g1_i1	SEHU2	PTHR11062:SF268	FAMILY PROTEIN, PUTATIVE, EXPRESSED-RELATED	
phyparts_dup.dupl.7	SEHU2@DN3517_c0_g1_i1	SEHU2	PTHR45724:SF19	AQUAPORIN NIP6-1	
phyparts_dup.dupl.7	SEHU2@DN3517_c0_g1_i2	SEHU2	PTHR45724:SF11	AQUAPORIN NIP5-1-RELATED	
phyparts_dup.dupl.7	SEHU2@DN3976_c0_g1_i2	SEHU2	PTHR11545:SF29	60S RIBOSOMAL PROTEIN L13A-4-LIKE	structural constituent of ribosome#GO:0003735;nucleic acid binding#GO:0003676;RNA binding#GO:0003723;mRNA binding#GO:0003729;structural molecule activity#GO:0005198;binding#GO:0005488;organic cyclic compound binding#GO:0097159
phyparts_dup.dupl.7	SEHU2@DN3976_c0_g1_i4	SEHU2	PTHR11545:SF29	60S RIBOSOMAL PROTEIN L13A-4-LIKE	structural constituent of ribosome#GO:0003735;nucleic acid binding#GO:0003676;RNA binding#GO:0003723;mRNA binding#GO:0003729;structural molecule activity#GO:0005198;binding#GO:0005488;organic cyclic compound binding#GO:0097159
phyparts_dup.dupl.7	SEHU2@DN397_c2_g1_i1	SEHU2	PTHR30508:SF8	UPF0051 PROTEIN ABCI8, CHLOROPLASTIC-LIKE	
phyparts_dup.dupl.7	SEHU2@DN4278_c0_g1_i1	SEHU2	PTHR23001:SF40	EUKARYOTIC TRANSLATION INITIATION FACTOR 5-LIKE	nucleoside-triphosphatase regulator activity#GO:0060589;nucleic acid binding#GO:0003676;translation initiation factor binding#GO:0031369;translation regulator activity#GO:0045182;GTPase regulator activity#GO:0030695;binding#GO:0005488;organic cyclic compound binding#GO:0097159;molecular function regulator activity#GO:0098772;translation initiation factor activity#GO:0003743;protein binding#GO:0005515;translation regulator activity, nucleic acid binding#GO:0090079;enzyme regulator activity#GO:0030234;translation factor activity, RNA binding#GO:0008135
phyparts_dup.dupl.7	SEHU2@DN4278_c0_g1_i4	SEHU2	PTHR23001:SF40	EUKARYOTIC TRANSLATION INITIATION FACTOR 5-LIKE	nucleoside-triphosphatase regulator activity#GO:0060589;nucleic acid binding#GO:0003676;translation initiation factor binding#GO:0031369;translation regulator activity#GO:0045182;GTPase regulator activity#GO:0030695;binding#GO:0005488;organic cyclic compound binding#GO:0097159;molecular function regulator activity#GO:0098772;translation initiation factor activity#GO:0003743;protein binding#GO:0005515;translation regulator activity, nucleic acid binding#GO:0090079;enzyme regulator activity#GO:0030234;translation factor activity, RNA binding#GO:0008135
phyparts_dup.dupl.7	SEHU2@DN5452_c0_g1_i2	SEHU2	PTHR10578:SF116	(S)-2-HYDROXY-ACID OXIDASE	
phyparts_dup.dupl.7	SEHU2@DN5452_c0_g1_i5	SEHU2	PTHR10578:SF116	(S)-2-HYDROXY-ACID OXIDASE	
phyparts_dup.dupl.7	SEHU2@DN5452_c0_g1_i7	SEHU2	PTHR10578:SF116	(S)-2-HYDROXY-ACID OXIDASE	
phyparts_dup.dupl.7	SEHU2@DN5452_c0_g1_i8	SEHU2	PTHR10578:SF116	(S)-2-HYDROXY-ACID OXIDASE	
phyparts_dup.dupl.7	SEHU2@DN5455_c0_g1_i5	SEHU2	PTHR11654:SF64	PROTEIN NRT1_ PTR FAMILY 8.3	transmembrane transporter activity#GO:0022857;transporter activity#GO:0005215
phyparts_dup.dupl.7	SEHU2@DN5455_c0_g1_i9	SEHU2	PTHR11654:SF563	BNAA06G34380D PROTEIN	transmembrane transporter activity#GO:0022857;transporter activity#GO:0005215
phyparts_dup.dupl.7	SEHU2@DN6210_c0_g1_i6	SEHU2	PTHR11246:SF32	SUPPRESSOR OF FORKED DOMAIN-CONTAINING PROTEIN	
phyparts_dup.dupl.7	SEHU2@DN6597_c0_g1_i2	SEHU2	PTHR13316	ZINC FINGER, CCHC DOMAIN CONTAINING 8	RNA binding#GO:0003723;organic cyclic compound binding#GO:0097159
phyparts_dup.dupl.7	SEHU2@DN6650_c0_g1_i1	SEHU2	PTHR30508:SF8	UPF0051 PROTEIN ABCI8, CHLOROPLASTIC-LIKE	
phyparts_dup.dupl.7	SEHU2@DN7581_c0_g2_i2	SEHU2	PTHR42923:SF44	PROTOPORPHYRINOGEN OXIDASE 2, CHLOROPLASTIC_MITOCHONDRIAL	catalytic activity#GO:0003824;oxidoreductase activity#GO:0016491
phyparts_dup.dupl.7	SEHU2@DN7888_c0_g1_i2	SEHU2	PTHR13683:SF895	EUKARYOTIC ASPARTYL PROTEASE FAMILY PROTEIN	
phyparts_dup.dupl.7	SEHU2@DN9338_c0_g1_i1	SEHU2	PTHR18934:SF230	RNA HELICASE	nucleic acid binding#GO:0003676;RNA binding#GO:0003723;helicase activity#GO:0004386;ATP-dependent activity#GO:0140657;binding#GO:0005488;catalytic activity#GO:0003824;organic cyclic compound binding#GO:0097159;catalytic activity, acting on a nucleic acid#GO:0140640
phyparts_dup.dupl.7	SEPO2@DN10458_c0_g1_i2	SEPO2	PTHR30508:SF8	UPF0051 PROTEIN ABCI8, CHLOROPLASTIC-LIKE	
phyparts_dup.dupl.7	SEPO2@DN11117_c0_g1_i13	SEPO2	PTHR42923:SF44	PROTOPORPHYRINOGEN OXIDASE 2, CHLOROPLASTIC_MITOCHONDRIAL	catalytic activity#GO:0003824;oxidoreductase activity#GO:0016491
phyparts_dup.dupl.7	SEPO2@DN11117_c0_g1_i7	SEPO2	PTHR42923:SF44	PROTOPORPHYRINOGEN OXIDASE 2, CHLOROPLASTIC_MITOCHONDRIAL	catalytic activity#GO:0003824;oxidoreductase activity#GO:0016491
