node	gene_id	taxon	panther_id	gene_name	go_terms
phyparts_dup.dupl.9	DEEC@DN10130_c0_g1_i1	DEEC	PTHR31153:SF13	P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN	
phyparts_dup.dupl.9	DEEC@DN10799_c0_g2_i1	DEEC	PTHR46935:SF2	PENTACOTRIPEPTIDE-REPEAT REGION OF PRORP DOMAIN-CONTAINING PROTEIN	
phyparts_dup.dupl.9	DEEC@DN1164_c0_g1_i1	DEEC	PTHR24095:SF217	ACETYL-COENZYME A SYNTHETASE	ligase activity#GO:0016874;catalytic activity#GO:0003824;ligase activity, forming carbon-sulfur bonds#GO:0016877
phyparts_dup.dupl.9	DEEC@DN11651_c0_g1_i1	DEEC	PTHR31618:SF20	MECHANOSENSITIVE ION CHANNEL PROTEIN 10	passive transmembrane transporter activity#GO:0022803;transmembrane transporter activity#GO:0022857;transporter activity#GO:0005215;monoatomic ion channel activity#GO:0005216;gated channel activity#GO:0022836;channel activity#GO:0015267;monoatomic ion transmembrane transporter activity#GO:0015075
phyparts_dup.dupl.9	DEEC@DN12025_c0_g1_i1	DEEC	PTHR48045:SF11	UDP-GLYCOSYLTRANSFERASE 72B1	
phyparts_dup.dupl.9	DEEC@DN12025_c0_g2_i1	DEEC	PTHR48045:SF11	UDP-GLYCOSYLTRANSFERASE 72B1	
phyparts_dup.dupl.9	DEEC@DN12074_c0_g1_i13	DEEC	PTHR12302:SF12	STAPHYLOCOCCAL-LIKE NUCLEASE CAN2	
phyparts_dup.dupl.9	DEEC@DN125_c3_g1_i1	DEEC	PTHR21649:SF188	CHLOROPHYLL A-B BINDING PROTEIN 7, CHLOROPLASTIC	
phyparts_dup.dupl.9	DEEC@DN125_c5_g1_i1	DEEC	PTHR21649:SF123	CHLOROPHYLL A-B BINDING PROTEIN 1C, CHLOROPLASTIC	
phyparts_dup.dupl.9	DEEC@DN125_c6_g1_i1	DEEC	PTHR21649:SF180	CHLOROPHYLL A-B BINDING PROTEIN, CHLOROPLASTIC	
phyparts_dup.dupl.9	DEEC@DN12618_c0_g1_i2	DEEC	PTHR10992:SF1083	METHYLESTERASE 1	hydrolase activity#GO:0016787;carboxylic ester hydrolase activity#GO:0052689;hydrolase activity, acting on ester bonds#GO:0016788;catalytic activity#GO:0003824
phyparts_dup.dupl.9	DEEC@DN12618_c0_g1_i8	DEEC	PTHR10992:SF1083	METHYLESTERASE 1	hydrolase activity#GO:0016787;carboxylic ester hydrolase activity#GO:0052689;hydrolase activity, acting on ester bonds#GO:0016788;catalytic activity#GO:0003824
phyparts_dup.dupl.9	DEEC@DN12618_c0_g2_i1	DEEC	PTHR10992:SF1083	METHYLESTERASE 1	hydrolase activity#GO:0016787;carboxylic ester hydrolase activity#GO:0052689;hydrolase activity, acting on ester bonds#GO:0016788;catalytic activity#GO:0003824
phyparts_dup.dupl.9	DEEC@DN12680_c0_g1_i1	DEEC	PTHR46098	TRNA (CYTOSINE(38)-C(5))-METHYLTRANSFERASE	
phyparts_dup.dupl.9	DEEC@DN12680_c0_g1_i1	DEEC	PTHR46098:SF1	TRNA (CYTOSINE(38)-C(5))-METHYLTRANSFERASE	
phyparts_dup.dupl.9	DEEC@DN12689_c0_g3_i1	DEEC	PTHR45974:SF216	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN	
phyparts_dup.dupl.9	DEEC@DN13140_c0_g1_i4	DEEC	PTHR12873:SF6	TOPRIM DOMAIN-CONTAINING PROTEIN	ATP-dependent activity, acting on DNA#GO:0008094;nucleic acid binding#GO:0003676;helicase activity#GO:0004386;ATP-dependent activity#GO:0140657;single-stranded DNA binding#GO:0003697;binding#GO:0005488;catalytic activity#GO:0003824;organic cyclic compound binding#GO:0097159;DNA binding#GO:0003677;catalytic activity, acting on a nucleic acid#GO:0140640;DNA helicase activity#GO:0003678;catalytic activity, acting on DNA#GO:0140097
phyparts_dup.dupl.9	DEEC@DN13681_c0_g1_i1	DEEC	PTHR23160:SF20	OS02G0439200 PROTEIN	
phyparts_dup.dupl.9	DEEC@DN14394_c0_g1_i1	DEEC	PTHR44656:SF7	DEHYDROGENASE_REDUCTASE SDR FAMILY MEMBER 12	
phyparts_dup.dupl.9	DEEC@DN14394_c0_g1_i2	DEEC	PTHR44656:SF7	DEHYDROGENASE_REDUCTASE SDR FAMILY MEMBER 12	
phyparts_dup.dupl.9	DEEC@DN1472_c0_g2_i5	DEEC	PTHR43859:SF54	ACYL-ACTIVATING ENZYME 1, PEROXISOMAL-RELATED	
phyparts_dup.dupl.9	DEEC@DN14954_c0_g1_i1	DEEC	PTHR31901:SF58	INDOLE-3-ACETIC ACID-AMIDO SYNTHETASE GH3.1-RELATED	ligase activity#GO:0016874;catalytic activity#GO:0003824
phyparts_dup.dupl.9	DEEC@DN15012_c0_g1_i1	DEEC	PTHR48049:SF34	UDP-GLYCOSYLTRANSFERASE 79B30-LIKE	
phyparts_dup.dupl.9	DEEC@DN15012_c0_g1_i2	DEEC	PTHR48049:SF34	UDP-GLYCOSYLTRANSFERASE 79B30-LIKE	
phyparts_dup.dupl.9	DEEC@DN15260_c0_g1_i1	DEEC	PTHR10635:SF4	COATOMER SUBUNIT BETA	
phyparts_dup.dupl.9	DEEC@DN15422_c0_g1_i1	DEEC	PTHR46508:SF1	PHD FINGER FAMILY PROTEIN	
phyparts_dup.dupl.9	DEEC@DN15862_c0_g2_i1	DEEC	PTHR18966:SF502	GLUTAMATE RECEPTOR 3.1	signaling receptor activity#GO:0038023;passive transmembrane transporter activity#GO:0022803;transmembrane transporter activity#GO:0022857;gated channel activity#GO:0022836;molecular transducer activity#GO:0060089;ligand-gated monoatomic ion channel activity#GO:0015276;transporter activity#GO:0005215;monoatomic ion channel activity#GO:0005216;monoatomic ion transmembrane transporter activity#GO:0015075;channel activity#GO:0015267;ligand-gated channel activity#GO:0022834
phyparts_dup.dupl.9	DEEC@DN16679_c0_g1_i1	DEEC	PTHR11680:SF45	SERINE HYDROXYMETHYLTRANSFERASE	transferase activity#GO:0016740;small molecule binding#GO:0036094;binding#GO:0005488;catalytic activity#GO:0003824;organic cyclic compound binding#GO:0097159;heterocyclic compound binding#GO:1901363;transferase activity, transferring one-carbon groups#GO:0016741;anion binding#GO:0043168;ion binding#GO:0043167
phyparts_dup.dupl.9	DEEC@DN1717_c0_g1_i2	DEEC	PTHR27002:SF839	NON-SPECIFIC SERINE_THREONINE PROTEIN KINASE	transferase activity#GO:0016740;phosphotransferase activity, alcohol group as acceptor#GO:0016773;catalytic activity#GO:0003824;protein serine/threonine kinase activity#GO:0004674;transferase activity, transferring phosphorus-containing groups#GO:0016772;catalytic activity, acting on a protein#GO:0140096;kinase activity#GO:0016301;protein kinase activity#GO:0004672
