node	gene_id	taxon	panther_id	gene_name	go_terms
phyparts_dup.dupl.11	DEEC@DN10152_c0_g1_i1	DEEC	PTHR47991:SF63	2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN	
phyparts_dup.dupl.11	DEEC@DN10167_c0_g2_i1	DEEC	PTHR19241:SF647	DRUG RESISTANCE TRANSPORTER-LIKE ABC DOMAIN PROTEIN	
phyparts_dup.dupl.11	DEEC@DN10167_c0_g3_i1	DEEC	PTHR19241:SF647	DRUG RESISTANCE TRANSPORTER-LIKE ABC DOMAIN PROTEIN	
phyparts_dup.dupl.11	DEEC@DN10802_c0_g1_i2	DEEC	PTHR13994:SF29	NUDIX HYDROLASE 2	pyrophosphatase activity#GO:0016462;nucleotide binding#GO:0000166;small molecule binding#GO:0036094;binding#GO:0005488;catalytic activity#GO:0003824;organic cyclic compound binding#GO:0097159;nucleoside phosphate binding#GO:1901265;hydrolase activity#GO:0016787;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides#GO:0016818;heterocyclic compound binding#GO:1901363;hydrolase activity, acting on acid anhydrides#GO:0016817
phyparts_dup.dupl.11	DEEC@DN10907_c0_g1_i2	DEEC	PTHR31485:SF33	PEPTIDYL SERINE ALPHA-GALACTOSYLTRANSFERASE	
phyparts_dup.dupl.11	DEEC@DN10974_c0_g1_i1	DEEC	PTHR11926:SF1464	UDP-GLYCOSYLTRANSFERASE 76B1-LIKE	UDP-glucosyltransferase activity#GO:0035251;transferase activity#GO:0016740;glucosyltransferase activity#GO:0046527;glycosyltransferase activity#GO:0016757;catalytic activity#GO:0003824;UDP-glycosyltransferase activity#GO:0008194;hexosyltransferase activity#GO:0016758
phyparts_dup.dupl.11	DEEC@DN1118_c0_g2_i1	DEEC	PTHR31485:SF33	PEPTIDYL SERINE ALPHA-GALACTOSYLTRANSFERASE	
phyparts_dup.dupl.11	DEEC@DN1151_c0_g1_i1	DEEC	PTHR11746:SF336	O-METHYLTRANSFERASE FAMILY PROTEIN	methyltransferase activity#GO:0008168;transferase activity#GO:0016740;transferase activity, transferring one-carbon groups#GO:0016741;O-methyltransferase activity#GO:0008171;catalytic activity#GO:0003824;S-adenosylmethionine-dependent methyltransferase activity#GO:0008757
phyparts_dup.dupl.11	DEEC@DN1151_c0_g1_i2	DEEC	PTHR11746:SF336	O-METHYLTRANSFERASE FAMILY PROTEIN	methyltransferase activity#GO:0008168;transferase activity#GO:0016740;transferase activity, transferring one-carbon groups#GO:0016741;O-methyltransferase activity#GO:0008171;catalytic activity#GO:0003824;S-adenosylmethionine-dependent methyltransferase activity#GO:0008757
phyparts_dup.dupl.11	DEEC@DN115_c0_g3_i1	DEEC	PTHR48140	FATTY ACID DESATURASE 4, CHLOROPLASTIC-RELATED	
phyparts_dup.dupl.11	DEEC@DN1173_c0_g1_i3	DEEC	PTHR47990:SF81	2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN	2-oxoglutarate-dependent dioxygenase activity#GO:0016706;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen#GO:0016705;oxidoreductase activity#GO:0016491;catalytic activity#GO:0003824;dioxygenase activity#GO:0051213
phyparts_dup.dupl.11	DEEC@DN1173_c0_g2_i10	DEEC	PTHR47990:SF81	2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN	2-oxoglutarate-dependent dioxygenase activity#GO:0016706;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen#GO:0016705;oxidoreductase activity#GO:0016491;catalytic activity#GO:0003824;dioxygenase activity#GO:0051213
phyparts_dup.dupl.11	DEEC@DN1173_c0_g2_i9	DEEC	PTHR47990:SF81	2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN	2-oxoglutarate-dependent dioxygenase activity#GO:0016706;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen#GO:0016705;oxidoreductase activity#GO:0016491;catalytic activity#GO:0003824;dioxygenase activity#GO:0051213
phyparts_dup.dupl.11	DEEC@DN12311_c1_g3_i2	DEEC	PTHR48049:SF128	GLYCOSYLTRANSFERASE	
phyparts_dup.dupl.11	DEEC@DN13186_c0_g1_i3	DEEC	PTHR10791:SF238	BIDIRECTIONAL SUGAR TRANSPORTER SWEET	transmembrane transporter activity#GO:0022857;sugar transmembrane transporter activity#GO:0051119;transporter activity#GO:0005215;carbohydrate transmembrane transporter activity#GO:0015144
phyparts_dup.dupl.11	DEEC@DN1332_c0_g1_i2	DEEC	PTHR28242:SF68	HISTIDINE-CONTAINING PHOSPHOTRANSFER PROTEIN	transferase activity#GO:0016740;phosphotransferase activity, alcohol group as acceptor#GO:0016773;binding#GO:0005488;catalytic activity#GO:0003824;transferase activity, transferring phosphorus-containing groups#GO:0016772;enzyme binding#GO:0019899;molecular transducer activity#GO:0060089;protein binding#GO:0005515;protein kinase binding#GO:0019901;catalytic activity, acting on a protein#GO:0140096;kinase activity#GO:0016301;kinase binding#GO:0019900;protein kinase activity#GO:0004672
phyparts_dup.dupl.11	DEEC@DN13556_c0_g1_i2	DEEC	PTHR45639:SF15	HEAT SHOCK 70 KDA PROTEIN 16	
phyparts_dup.dupl.11	DEEC@DN14003_c0_g1_i1	DEEC	PTHR11746:SF336	O-METHYLTRANSFERASE FAMILY PROTEIN	methyltransferase activity#GO:0008168;transferase activity#GO:0016740;transferase activity, transferring one-carbon groups#GO:0016741;O-methyltransferase activity#GO:0008171;catalytic activity#GO:0003824;S-adenosylmethionine-dependent methyltransferase activity#GO:0008757
phyparts_dup.dupl.11	DEEC@DN14228_c0_g1_i1	DEEC	PTHR47214:SF3	TRANSCRIPTION FACTOR AS1	
phyparts_dup.dupl.11	DEEC@DN14228_c0_g1_i3	DEEC	PTHR47214:SF3	TRANSCRIPTION FACTOR AS1	
phyparts_dup.dupl.11	DEEC@DN14228_c0_g1_i5	DEEC	PTHR47214:SF3	TRANSCRIPTION FACTOR AS1	
phyparts_dup.dupl.11	DEEC@DN14228_c0_g1_i7	DEEC	PTHR47214:SF3	TRANSCRIPTION FACTOR AS1	
phyparts_dup.dupl.11	DEEC@DN15200_c0_g1_i1	DEEC	PTHR31370	F-BOX PROTEIN FAMILY-LIKE	
phyparts_dup.dupl.11	DEEC@DN15200_c0_g3_i1	DEEC	PTHR31370:SF2	OS08G0105100 PROTEIN	
phyparts_dup.dupl.11	DEEC@DN15720_c0_g1_i3	DEEC	PTHR14255:SF5	SULFITE EXPORTER TAUE_SAFE FAMILY PROTEIN 4	
phyparts_dup.dupl.11	DEEC@DN16672_c0_g2_i1	DEEC	PTHR38160:SF1	ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 40	
phyparts_dup.dupl.11	DEEC@DN18103_c0_g1_i3	DEEC	PTHR45933:SF11	PROTEIN C2-DOMAIN ABA-RELATED 1	
