node	gene_id	taxon	panther_id	gene_name	go_terms
phyparts_dup.dupl.10	DEEC@DN1028_c0_g1_i1	DEEC	PTHR42683:SF81	ENOYL REDUCTASE (ER) DOMAIN-CONTAINING PROTEIN	oxidoreductase activity, acting on CH-OH group of donors#GO:0016614;catalytic activity#GO:0003824;oxidoreductase activity#GO:0016491;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor#GO:0016616
phyparts_dup.dupl.10	DEEC@DN1028_c0_g1_i3	DEEC	PTHR42683:SF81	ENOYL REDUCTASE (ER) DOMAIN-CONTAINING PROTEIN	oxidoreductase activity, acting on CH-OH group of donors#GO:0016614;catalytic activity#GO:0003824;oxidoreductase activity#GO:0016491;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor#GO:0016616
phyparts_dup.dupl.10	DEEC@DN1028_c0_g1_i7	DEEC	PTHR42683:SF81	ENOYL REDUCTASE (ER) DOMAIN-CONTAINING PROTEIN	oxidoreductase activity, acting on CH-OH group of donors#GO:0016614;catalytic activity#GO:0003824;oxidoreductase activity#GO:0016491;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor#GO:0016616
phyparts_dup.dupl.10	DEEC@DN11666_c0_g2_i1	DEEC	PTHR44218:SF6	PROTEIN SUPPRESSOR OF PHYA-105 1	
phyparts_dup.dupl.10	DEEC@DN13094_c0_g1_i1	DEEC	PTHR31814:SF6	PHOSPHOMEVALONATE KINASE	transferase activity, transferring phosphorus-containing groups#GO:0016772;transferase activity#GO:0016740;catalytic activity#GO:0003824;kinase activity#GO:0016301;phosphotransferase activity, phosphate group as acceptor#GO:0016776
phyparts_dup.dupl.10	DEEC@DN13249_c0_g1_i1	DEEC	PTHR44218:SF9	SPA1-RELATED 2-RELATED	
phyparts_dup.dupl.10	DEEC@DN14954_c0_g1_i1	DEEC	PTHR31901:SF58	INDOLE-3-ACETIC ACID-AMIDO SYNTHETASE GH3.1-RELATED	ligase activity#GO:0016874;catalytic activity#GO:0003824
phyparts_dup.dupl.10	DEEC@DN15979_c0_g1_i1	DEEC	PTHR12428:SF61	ALBINO3-LIKE PROTEIN 2, CHLOROPLASTIC	
phyparts_dup.dupl.10	DEEC@DN22416_c0_g1_i1	DEEC	PTHR44218:SF15	PROTEIN SPA1-RELATED 2	
phyparts_dup.dupl.10	DEEC@DN26530_c0_g1_i1	DEEC	PTHR12965:SF2	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 54, CHLOROPLASTIC-LIKE ISOFORM X1	syntaxin binding#GO:0019905;protein binding#GO:0005515;binding#GO:0005488;SNARE binding#GO:0000149
